"Year" "Species_ID" "presence_01" "Species_name" "Maxheight_cm" "Family" "IUCN_CH" "N_value" "C" "R" "T_value" "K_value" "L_value" "F_value" "R_value" "H_Rivers_and_Lakes" "H_Shorelines" "H_Bogs_and_mires" "H_Rocks_and_debris" "H_Dry_meadows" "H_Rich_meadows" "H_Alpine_pastures" "H_Herbaceous_fringe" "H_Shrubs_hedges" "H_Forests" "H_Ruderal_areas" "H_Cropfields" "IUCNorder" "Fn" "Tn" "Kn" "Rn" "Nn" "Ln" "Rnum" "Cnum" "yeardif" "yeardifnew" "xy_coded"
"1918" 1979 "121300" 1 "Corydalis lutea (L.) DC." 30 "Fumariaceae" "LC" "3" "0" "R" "4" "2" "3" "2.5" "5" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "1" "0" "7_LC" 2.5 4 2 5 3 3 1 0 33 31 784
"1919" 2000 "271450" 1 "Nigritella austriaca (Teppner & E. Klein) P. Delforge" 25 "Orchidaceae" "NT" "2" "C" "R" "2" "3" "4" "2.5" "5" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "6_NT" 2.5 2 3 5 2 4 1 1 12 10 785
"1920" 1997 "403200" 1 "Sparganium erectum L. s.str." 150 "Sparganiaceae" "NT" "4" "C" "0" "3.5" "3" "4" "5" "4" "1" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6_NT" 5 3.5 3 4 4 4 0 1 15 13 786
"1921" 1996 "191600" 0 "Glyceria maxima (Hartm.) Holmb." 200 "Poaceae" "VU" "4" "C" "0" "4" "3" "4" "5" "3" "1" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 5 4 3 3 4 4 0 1 16 14 787
"1922" 1996 "362700" 1 "Sagittaria sagittifolia L." 100 "Alismataceae" "EN" "4" "C" "0" "4.5" "3" "3" "5" "4" "1" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4_EN" 5 4.5 3 4 4 3 0 1 16 14 787
"1923" 2001 "407600" 1 "Stellaria holostea L." 30 "Caryophyllaceae" "VU" "3" "C" "R" "4.5" "3" "2" "3" "2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "5_VU" 3 4.5 3 2 3 2 1 1 11 9 788
"1924" 2000 "437600" 0 "Valerianella rimosa Bastard" 30 "Valerianaceae" "EN" "3" "0" "RRR" "4.5" "2" "4" "2.5" "2" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "1" "4_EN" 2.5 4.5 2 2 3 4 3 0 12 10 789
"1925" 2001 "29900" 1 "Anagallis foemina Mill." 30 "Primulaceae" "NT" "3" "0" "RR" "4" "4" "4" "2" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "6_NT" 2 4 4 4 3 4 2 0 11 9 790
"1926" 1989 "437600" 0 "Valerianella rimosa Bastard" 30 "Valerianaceae" "EN" "3" "0" "RRR" "4.5" "2" "4" "2.5" "2" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "1" "4_EN" 2.5 4.5 2 2 3 4 3 0 23 21 790
"1927" 2000 "266200" 1 "Myosotis discolor Pers." 20 "Boraginaceae" "CR" "2" "0" "RR" "4.5" "2" "4" "2" "4" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "3_CR" 2 4.5 2 4 2 4 2 0 12 10 791
"1928" 1997 "373000" 1 "Saxifraga diapensioides Bellardi" 10 "Saxifragaceae" "NT" "1" "0" "0" "1.5" "4" "5" "1" "5" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "6_NT" 1 1.5 4 5 1 5 0 0 15 13 792
"1929" 1997 "373000" 1 "Saxifraga diapensioides Bellardi" 10 "Saxifragaceae" "NT" "1" "0" "0" "1.5" "4" "5" "1" "5" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "6_NT" 1 1.5 4 5 1 5 0 0 15 13 793
"1930" 1995 "212400" 1 "Hyssopus officinalis L." 50 "Lamiaceae" "NT" "2" "CC" "0" "4.5" "4" "4" "1" "4" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "6_NT" 1 4.5 4 4 2 4 0 2 17 15 794
"1931" 2001 "118700" 1 "Consolida regalis Gray" 50 "Ranunculaceae" "VU" "3" "0" "RRR" "4" "4" "3" "2.5" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "5_VU" 2.5 4 4 4 3 3 3 0 11 9 795
"1932" 2001 "337100" 1 "Ranunculus arvensis L." 60 "Ranunculaceae" "VU" "3" "0" "RRR" "4.5" "4" "4" "2.5" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "5_VU" 2.5 4.5 4 4 3 4 3 0 11 9 795
"1933" 2001 "5800" 1 "Adonis aestivalis L." 50 "Ranunculaceae" "VU" "3" "0" "R" "4.5" "4" "3" "2" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "5_VU" 2 4.5 4 4 3 3 1 0 11 9 795
"1934" 1987 "6200" 1 "Adonis vernalis L." 30 "Ranunculaceae" "VU" "2" "C" "R" "5" "5" "4" "2" "5" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "5_VU" 2 5 5 5 2 4 1 1 25 23 796
"1935" 1967 "113300" 0 "Cicuta virosa L." 150 "Apiaceae" "EN" "3" "C" "0" "3.5" "4" "3" "5" "3" "1" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4_EN" 5 3.5 4 3 3 3 0 1 45 43 797
"1936" 1996 "289000" 1 "Oxytropis halleri subsp. velutina (Schur) O. Schwarz" 20 "Fabaceae" "NT" "2" "CC" "0" "1.5" "5" "4" "1" "4" "0" "0" "0" "0" "1" "0" "0" "1" "0" "0" "0" "0" "6_NT" 1 1.5 5 4 2 4 0 2 16 14 798
"1937" 1996 "6200" 1 "Adonis vernalis L." 30 "Ranunculaceae" "VU" "2" "C" "R" "5" "5" "4" "2" "5" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "5_VU" 2 5 5 5 2 4 1 1 16 14 798
"1938" 2000 "116700" 1 "Clypeola jonthlaspi L." 10 "Brassicaceae" "VU" "2" "0" "RRR" "4.5" "4" "4" "1" "3" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 1 4.5 4 3 2 4 3 0 12 10 799
"1939" 1997 "126500" 1 "Crupina vulgaris Cass." 70 "Asteraceae" "EN" "2" "0" "RRR" "4.5" "5" "4" "1" "4" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "4_EN" 1 4.5 5 4 2 4 3 0 15 13 799
"1940" 1998 "230700" 1 "Lathyrus sphaericus Retz." 50 "Fabaceae" "VU" "3" "0" "RRR" "5" "4" "3" "2" "3" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "1" "5_VU" 2 5 4 3 3 3 3 0 14 12 799
"1941" 1997 "243700" 1 "Lonicera etrusca Santi" 120 "Caprifoliaceae" "VU" "3" "CCC" "0" "5" "3" "3" "2" "3" "0" "0" "0" "0" "0" "0" "0" "1" "1" "1" "0" "0" "5_VU" 2 5 3 3 3 3 0 3 15 13 799
"1942" 1998 "282700" 1 "Orlaya grandiflora (L.) Hoffm." 70 "Apiaceae" "VU" "3" "0" "RRR" "5" "4" "4" "1" "4" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "1" "5_VU" 1 5 4 4 3 4 3 0 14 12 799
"1943" 1999 "331100" 1 "Puccinellia distans (Jacq.) Parl." 50 "Poaceae" "VU" "4" "C" "R" "3.5" "4" "4" "3.5" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "5_VU" 3.5 3.5 4 4 4 4 1 1 13 11 799
"1944" 1999 "42800" 0 "Arctium tomentosum Mill." 120 "Asteraceae" "NT" "5" "CC" "R" "3" "5" "4" "2" "4" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "1" "0" "6_NT" 2 3 5 4 5 4 1 2 13 11 800
"1945" 1999 "125400" 0 "Crepis tectorum L." 60 "Asteraceae" "VU" "4" "C" "RR" "4" "5" "4" "2" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "5_VU" 2 4 5 3 4 4 2 1 13 11 801
"1946" 1999 "67000" 0 "Bromus secalinus L." 120 "Poaceae" "EN" "3" "C" "RR" "3.5" "4" "3" "3" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "4_EN" 3 3.5 4 3 3 3 2 1 13 11 801
"1947" 1999 "71200" 1 "Calamagrostis pseudophragmites (Haller f.) Koeler" 150 "Poaceae" "NT" "3" "CC" "0" "3.5" "4" "3" "3.5" "4" "0" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "6_NT" 3.5 3.5 4 4 3 3 0 2 13 11 801
"1948" 1999 "42800" 0 "Arctium tomentosum Mill." 120 "Asteraceae" "NT" "5" "CC" "R" "3" "5" "4" "2" "4" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "1" "0" "6_NT" 2 3 5 4 5 4 1 2 13 11 802
"1949" 1999 "71200" 1 "Calamagrostis pseudophragmites (Haller f.) Koeler" 150 "Poaceae" "NT" "3" "CC" "0" "3.5" "4" "3" "3.5" "4" "0" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "6_NT" 3.5 3.5 4 4 3 3 0 2 13 11 802
"1950" 1999 "135900" 0 "Dianthus deltoides L." 30 "Caryophyllaceae" "NT" "3" "C" "R" "3" "4" "4" "2.5" "2" "0" "0" "0" "0" "1" "0" "1" "0" "0" "0" "0" "0" "6_NT" 2.5 3 4 2 3 4 1 1 13 11 803
"1951" 1969 "143200" 1 "Dryopteris cristata (L.) A. Gray" 100 "Polypodiaceae" "VU" "2" "C" "0" "3.5" "2" "3" "4.5" "2" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 4.5 3.5 2 2 2 3 0 1 43 41 804
"1952" 1999 "428600" 1 "Trinia glauca (L.) Dumort." 50 "Apiaceae" "VU" "2" "C" "R" "4.5" "4" "4" "1" "4" "0" "0" "0" "0" "1" "0" "1" "0" "0" "0" "0" "0" "5_VU" 1 4.5 4 4 2 4 1 1 13 11 805
"1953" 1979 "246400" 0 "Luzula forsteri (Sm.) DC." 40 "Juncaceae" "NT" "2" "C" "0" "4.5" "2" "2" "2" "2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "6_NT" 2 4.5 2 2 2 2 0 1 33 31 806
"1954" 1979 "428600" 1 "Trinia glauca (L.) Dumort." 50 "Apiaceae" "VU" "2" "C" "R" "4.5" "4" "4" "1" "4" "0" "0" "0" "0" "1" "0" "1" "0" "0" "0" "0" "0" "5_VU" 1 4.5 4 4 2 4 1 1 33 31 806
"1955" 2000 "271450" 1 "Nigritella austriaca (Teppner & E. Klein) P. Delforge" 25 "Orchidaceae" "NT" "2" "C" "R" "2" "3" "4" "2.5" "5" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "6_NT" 2.5 2 3 5 2 4 1 1 12 10 807
"1956" 2000 "271450" 1 "Nigritella austriaca (Teppner & E. Klein) P. Delforge" 25 "Orchidaceae" "NT" "2" "C" "R" "2" "3" "4" "2.5" "5" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "6_NT" 2.5 2 3 5 2 4 1 1 12 10 808
"1957" 1998 "60800" 1 "Bidens cernua L." 120 "Asteraceae" "EN" "4" "C" "RR" "3.5" "2" "4" "4.5" "3" "0" "1" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "4_EN" 4.5 3.5 2 3 4 4 2 1 14 12 809
"1958" 1969 "30000" 1 "Anagallis minima (L.) E. H. L. Krause" 8 "Primulaceae" "EN" "3" "0" "RRR" "4" "2" "4" "4" "2" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "1" "1" "4_EN" 4 4 2 2 3 4 3 0 43 41 810
"1959" 2000 "407600" 1 "Stellaria holostea L." 30 "Caryophyllaceae" "VU" "3" "C" "R" "4.5" "3" "2" "3" "2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "5_VU" 3 4.5 3 2 3 2 1 1 12 10 810
"1960" 1991 "145000" 1 "Eleocharis acicularis (L.) Roem. & Schult." 10 "Cyperaceae" "VU" "2" "C" "R" "3.5" "3" "4" "5" "4" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "5_VU" 5 3.5 3 4 2 4 1 1 21 19 811
"1961" 1965 "145400" 1 "Eleocharis mamillata H. Lindb." 30 "Cyperaceae" "VU" "3" "C" "R" "3.5" "3" "4" "4.5" "3" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 4.5 3.5 3 3 3 4 1 1 47 45 811
"1962" 1998 "231800" 1 "Leersia oryzoides (L.) Sw." 150 "Poaceae" "EN" "4" "CC" "0" "4" "2" "4" "5" "3" "1" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4_EN" 5 4 2 3 4 4 0 2 14 12 811
"1963" 1998 "360000" 1 "Rumex hydrolapathum Huds." 200 "Polygonaceae" "EN" "4" "CC" "0" "4.5" "2" "3" "4.5" "4" "1" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4_EN" 4.5 4.5 2 4 4 3 0 2 14 12 811
"1964" 1998 "362700" 0 "Sagittaria sagittifolia L." 100 "Alismataceae" "EN" "4" "C" "0" "4.5" "3" "3" "5" "4" "1" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4_EN" 5 4.5 3 4 4 3 0 1 14 12 811
"1965" 1998 "407600" 1 "Stellaria holostea L." 30 "Caryophyllaceae" "VU" "3" "C" "R" "4.5" "3" "2" "3" "2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "5_VU" 3 4.5 3 2 3 2 1 1 14 12 811
"1966" 1981 "346800" 1 "Rorippa islandica (Gunnerus) Borbás" 10 "Brassicaceae" "NT" "3" "C" "RR" "1.5" "2" "4" "4.5" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "6_NT" 4.5 1.5 2 3 3 4 2 1 31 29 812
"1967" 2000 "118700" 1 "Consolida regalis Gray" 50 "Ranunculaceae" "VU" "3" "0" "RRR" "4" "4" "3" "2.5" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "5_VU" 2.5 4 4 4 3 3 3 0 12 10 813
"1968" 2000 "337100" 1 "Ranunculus arvensis L." 60 "Ranunculaceae" "VU" "3" "0" "RRR" "4.5" "4" "4" "2.5" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "5_VU" 2.5 4.5 4 4 3 4 3 0 12 10 813
"1969" 2000 "5800" 1 "Adonis aestivalis L." 50 "Ranunculaceae" "VU" "3" "0" "R" "4.5" "4" "3" "2" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "5_VU" 2 4.5 4 4 3 3 1 0 12 10 813
"1970" 2000 "6200" 1 "Adonis vernalis L." 30 "Ranunculaceae" "VU" "2" "C" "R" "5" "5" "4" "2" "5" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "5_VU" 2 5 5 5 2 4 1 1 12 10 814
"1971" 2001 "150450" 1 "Epipactis rhodanensis Gévaudan & Robatsch" 60 "Orchidaceae" "EN" "3" "C" "R" "4.5" "3" "2" "3.5" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "4_EN" 3.5 4.5 3 4 3 2 1 1 11 9 815
"1972" 2001 "150450" 1 "Epipactis rhodanensis Gévaudan & Robatsch" 60 "Orchidaceae" "EN" "3" "C" "R" "4.5" "3" "2" "3.5" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "4_EN" 3.5 4.5 3 4 3 2 1 1 11 9 816
"1973" 2001 "331100" 1 "Puccinellia distans (Jacq.) Parl." 50 "Poaceae" "VU" "4" "C" "R" "3.5" "4" "4" "3.5" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "5_VU" 3.5 3.5 4 4 4 4 1 1 11 9 816
"1974" 1990 "116700" 1 "Clypeola jonthlaspi L." 10 "Brassicaceae" "VU" "2" "0" "RRR" "4.5" "4" "4" "1" "3" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 1 4.5 4 3 2 4 3 0 22 20 817
"1975" 1994 "147000" 1 "Ephedra helvetica C. A. Mey." 100 "Ephedraceae" "VU" "2" "C" "0" "4.5" "5" "5" "1" "5" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "5_VU" 1 4.5 5 5 2 5 0 1 18 16 817
"1976" 1990 "156800" 1 "Eruca sativa Mill." 50 "Brassicaceae" "VU" "4" "C" "RR" "4.5" "4" "4" "2.5" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "5_VU" 2.5 4.5 4 3 4 4 2 1 22 20 817
"1977" 1994 "212400" 1 "Hyssopus officinalis L." 50 "Lamiaceae" "NT" "2" "CC" "0" "4.5" "4" "4" "1" "4" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "6_NT" 1 4.5 4 4 2 4 0 2 18 16 817
"1978" 1994 "284500" 0 "Orobanche artemisiae-campestris Gaudin" 60 "Orobanchaceae" "NT" "3" "0" "R" "4.5" "5" "4" "1" "3" "0" "0" "0" "1" "1" "0" "0" "0" "0" "0" "0" "0" "6_NT" 1 4.5 5 3 3 4 1 0 18 16 817
"1979" 1994 "442900" 0 "Veronica praecox All." 15 "Scrophulariaceae" "NT" "1" "0" "RR" "4.5" "4" "4" "1" "4" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "1" "6_NT" 1 4.5 4 4 1 4 2 0 18 16 817
"1980" 2000 "102100" 1 "Cephalaria alpina (L.) Roem. & Schult." 250 "Dipsacaceae" "VU" "4" "CC" "0" "2.5" "4" "3" "3" "4" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "5_VU" 3 2.5 4 4 4 3 0 2 12 10 818
"1981" 2001 "414100" 1 "Tephroseris capitata (Wahlenb.) Griseb. & Schenk" 30 "Asteraceae" "EN" "2" "CC" "0" "1.5" "3" "4" "2" "4" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "4_EN" 2 1.5 3 4 2 4 0 2 11 9 819
"1982" 1999 "118400" 1 "Conium maculatum L." 200 "Apiaceae" "VU" "5" "C" "RR" "4.5" "4" "4" "3.5" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "5_VU" 3.5 4.5 4 4 5 4 2 1 13 11 820
"1983" 1999 "393400" 1 "Setaria verticilliformis Dumort." 60 "Poaceae" "EN" "4" "C" "RR" "5" "3" "4" "2" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "4_EN" 2 5 3 3 4 4 2 1 13 11 821
"1984" 1999 "229400" 1 "Lathyrus hirsutus L." 100 "Fabaceae" "CR" "3" "C" "RR" "4.5" "4" "3" "2" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "3_CR" 2 4.5 4 4 3 3 2 1 13 11 822
"1985" 1999 "437300" 0 "Valerianella dentata (L.) Pollich" 30 "Valerianaceae" "VU" "3" "0" "RRR" "4.5" "2" "4" "2.5" "3" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "1" "5_VU" 2.5 4.5 2 3 3 4 3 0 13 11 822
"1986" 1970 "105500" 1 "Ceratophyllum demersum L." 300 "Ceratophyllaceae" "VU" "4" "0" "0" "4" "3" "3" "5" "4" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 5 4 3 4 4 3 0 0 42 40 823
"1987" 1970 "433900" 0 "Utricularia minor L." 50 "Lentibulariaceae" "VU" "2" "0" "0" "3" "3" "4" "5" "3" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 5 3 3 3 2 4 0 0 42 40 823
"1988" 1975 "434200" 0 "Utricularia vulgaris L." 100 "Lentibulariaceae" "VU" "3" "0" "0" "3.5" "4" "3" "5" "3" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 5 3.5 4 3 3 3 0 0 37 35 823
"1989" 1999 "143200" 1 "Dryopteris cristata (L.) A. Gray" 100 "Polypodiaceae" "VU" "2" "C" "0" "3.5" "2" "3" "4.5" "2" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 4.5 3.5 2 2 2 3 0 1 13 11 824
"1990" 1995 "72700" 1 "Calla palustris L." 40 "Araceae" "EN" "2" "C" "0" "4" "3" "3" "5" "3" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4_EN" 5 4 3 3 2 3 0 1 17 15 824
"1991" 1979 "187500" 1 "Geranium lucidum L." 40 "Geraniaceae" "VU" "3" "C" "R" "3.5" "2" "2" "3" "4" "0" "0" "0" "0" "0" "0" "0" "1" "0" "1" "0" "0" "5_VU" 3 3.5 2 4 3 2 1 1 33 31 825
"1992" 1979 "22500" 1 "Allium carinatum subsp. pulchellum Bonnier & Layens" 80 "Liliaceae" "NT" "2" "C" "R" "4.5" "4" "4" "2" "4" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "6_NT" 2 4.5 4 4 2 4 1 1 33 31 825
"1993" 1979 "246400" 1 "Luzula forsteri (Sm.) DC." 40 "Juncaceae" "NT" "2" "C" "0" "4.5" "2" "2" "2" "2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "6_NT" 2 4.5 2 2 2 2 0 1 33 31 825
"1994" 2001 "187800" 1 "Geranium nodosum L." 50 "Geraniaceae" "NT" "3" "CC" "0" "4" "2" "2" "3" "3" "0" "0" "0" "0" "0" "0" "0" "1" "1" "1" "0" "0" "6_NT" 3 4 2 3 3 2 0 2 11 9 826
"1995" 1999 "221900" 1 "Knautia godetii Reut." 100 "Dipsacaceae" "NT" "2" "CC" "0" "2.5" "2" "3" "3.5" "4" "0" "0" "0" "0" "0" "1" "1" "0" "0" "0" "0" "0" "6_NT" 3.5 2.5 2 4 2 3 0 2 13 11 827
"1996" 2001 "87000" 1 "Carex elongata L." 80 "Cyperaceae" "NT" "3" "C" "0" "3.5" "4" "3" "4.5" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "6_NT" 4.5 3.5 4 3 3 3 0 1 11 9 827
"1997" 1999 "221900" 1 "Knautia godetii Reut." 100 "Dipsacaceae" "NT" "2" "CC" "0" "2.5" "2" "3" "3.5" "4" "0" "0" "0" "0" "0" "1" "1" "0" "0" "0" "0" "0" "6_NT" 3.5 2.5 2 4 2 3 0 2 13 11 828
"1998" 2000 "124500" 0 "Crepis praemorsa (L.) Walther" 60 "Asteraceae" "VU" "2" "C" "0" "3.5" "4" "3" "2.5" "5" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "5_VU" 2.5 3.5 4 5 2 3 0 1 12 10 829
"1999" 1999 "145600" 1 "Eleocharis ovata (Roth) Roem. & Schult." 30 "Cyperaceae" "EN" "4" "0" "R" "4.5" "4" "4" "4.5" "4" "0" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4_EN" 4.5 4.5 4 4 4 4 1 0 13 11 830
"2000" 1999 "231800" 1 "Leersia oryzoides (L.) Sw." 150 "Poaceae" "EN" "4" "CC" "0" "4" "2" "4" "5" "3" "1" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4_EN" 5 4 2 3 4 4 0 2 13 11 830
"2001" 1998 "273600" 1 "Oenanthe aquatica (L.) Poir." 200 "Apiaceae" "EN" "4" "C" "R" "4.5" "2" "3" "5" "4" "1" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4_EN" 5 4.5 2 4 4 3 1 1 14 12 830
"2002" 1967 "30000" 1 "Anagallis minima (L.) E. H. L. Krause" 8 "Primulaceae" "EN" "3" "0" "RRR" "4" "2" "4" "4" "2" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "1" "1" "4_EN" 4 4 2 2 3 4 3 0 45 43 830
"2003" 1999 "360200" 1 "Rumex maritimus L." 80 "Polygonaceae" "CR" "4" "0" "R" "4" "4" "4" "4" "4" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3_CR" 4 4 4 4 4 4 1 0 13 11 830
"2004" 1999 "84000" 1 "Carex bohemica Schreb." 50 "Cyperaceae" "CR" "4" "C" "0" "4.5" "4" "4" "4.5" "3" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3_CR" 4.5 4.5 4 3 4 4 0 1 13 11 830
"2005" 1998 "145400" 1 "Eleocharis mamillata H. Lindb." 30 "Cyperaceae" "VU" "3" "C" "R" "3.5" "3" "4" "4.5" "3" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 4.5 3.5 3 3 3 4 1 1 14 12 831
"2006" 1996 "231800" 1 "Leersia oryzoides (L.) Sw." 150 "Poaceae" "EN" "4" "CC" "0" "4" "2" "4" "5" "3" "1" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4_EN" 5 4 2 3 4 4 0 2 16 14 831
"2007" 1965 "319500" 0 "Potamogeton obtusifolius Mert. & W. D. J. Koch" 100 "Potamogetonaceae" "CR" "3" "0" "0" "4" "2" "4" "5" "3" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3_CR" 5 4 2 3 3 4 0 0 47 45 831
"2008" 2001 "360000" 1 "Rumex hydrolapathum Huds." 200 "Polygonaceae" "EN" "4" "CC" "0" "4.5" "2" "3" "4.5" "4" "1" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4_EN" 4.5 4.5 2 4 4 3 0 2 11 9 831
"2009" 2000 "407600" 1 "Stellaria holostea L." 30 "Caryophyllaceae" "VU" "3" "C" "R" "4.5" "3" "2" "3" "2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "5_VU" 3 4.5 3 2 3 2 1 1 12 10 831
"2010" 2001 "87000" 1 "Carex elongata L." 80 "Cyperaceae" "NT" "3" "C" "0" "3.5" "4" "3" "4.5" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "6_NT" 4.5 3.5 4 3 3 3 0 1 11 9 831
"2011" 1998 "145400" 1 "Eleocharis mamillata H. Lindb." 30 "Cyperaceae" "VU" "3" "C" "R" "3.5" "3" "4" "4.5" "3" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 4.5 3.5 3 3 3 4 1 1 14 12 832
"2012" 1998 "252000" 1 "Lythrum portula (L.) D. A. Webb" 30 "Lythraceae" "EN" "3" "0" "RR" "4.5" "2" "4" "4.5" "2" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4_EN" 4.5 4.5 2 2 3 4 2 0 14 12 832
"2013" 1971 "253900" 1 "Marsilea quadrifolia L." 15 "Marsileaceae" "EN" "3" "C" "0" "4.5" "2" "4" "4.5" "3" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4_EN" 4.5 4.5 2 3 3 4 0 1 41 39 832
